AddSubtract,Epsilon 0.1,,AddSubtractSafe,Epsilon 0.1,,ArcLength,Epsilon 0.1,,DivideByTwo,Epsilon 0.1,,Exp,Epsilon 0.1,,Quadratic,Epsilon 0.1,,QuadraticSafe,Epsilon 0.1,,SampleEvens,Epsilon 0.1
Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average
4.77E-06,,,0,,,4.64E-07,,,0.003407777,,,2.06E-06,,,7.77E-06,,,6.08E-13,,,8.02E-06,
5.13E-06,,,0,,,4.43E-07,,,0.003398237,,,3.17E-06,,,7.76E-06,,,6.06E-13,,,8.11E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003335387,,,2.47E-06,,,7.77E-06,,,6.14E-13,,,7.89E-06,
5.01E-06,,,0,,,4.14E-07,,,0.00347029,,,2.14E-06,,,7.77E-06,,,6.12E-13,,,8.45E-06,
5.36E-06,,,0,,,4.32E-07,,,0.003458119,,,2.07E-06,,,7.77E-06,,,6.14E-13,,,8.98E-06,
4.77E-06,,,0,,,4.53E-07,,,0.003348489,,,2.62E-06,,,7.77E-06,,,6.07E-13,,,8.37E-06,
4.77E-06,,,0,,,4.49E-07,,,0.003371405,,,2.04E-06,,,7.77E-06,,,6.03E-13,,,9.56E-06,
5.01E-06,,,0,,,4.16E-07,,,0.00343573,,,2.32E-06,,,7.77E-06,,,6.17E-13,,,8.20E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003454073,,,2.48E-06,,,7.77E-06,,,6.02E-13,,,8.52E-06,
5.01E-06,,,0,,,3.97E-07,,,0.00349528,,,1.91E-06,,,7.78E-06,,,6.19E-13,,,8.40E-06,
4.77E-06,,,0,,,4.72E-07,,,0.003441181,,,2.38E-06,,,7.78E-06,,,6.14E-13,,,8.48E-06,
5.13E-06,,,0,,,4.53E-07,,,0.00333463,,,2.90E-06,,,7.77E-06,,,6.07E-13,,,8.02E-06,
5.01E-06,,,0,,,4.34E-07,,,0.00343325,,,2.84E-06,,,7.77E-06,,,6.05E-13,,,8.48E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003418331,,,2.23E-06,,,7.77E-06,,,5.99E-13,,,8.77E-06,
5.13E-06,,,0,,,4.26E-07,,,0.003358317,,,3.25E-06,,,7.77E-06,,,6.13E-13,,,7.69E-06,
5.13E-06,,,0,,,4.13E-07,,,0.003388717,,,1.97E-06,,,7.77E-06,,,6.11E-13,,,8.53E-06,
5.36E-06,,,0,,,4.36E-07,,,0.003435438,,,2.42E-06,,,7.78E-06,,,6.09E-13,,,8.34E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003371883,,,2.00E-06,,,7.78E-06,,,6.13E-13,,,8.43E-06,
5.13E-06,,,0,,,4.04E-07,,,0.003323281,,,2.23E-06,,,7.77E-06,,,6.19E-13,,,8.22E-06,
4.41E-06,,,0,,,4.72E-07,,,0.003323921,,,3.36E-06,,,7.77E-06,,,6.19E-13,,,8.64E-06,
5.01E-06,,,0,,,4.33E-07,,,0.003195601,,,1.89E-06,,,7.77E-06,,,6.17E-13,,,7.88E-06,
4.77E-06,,,0,,,4.41E-07,,,0.003336064,,,2.31E-06,,,7.77E-06,,,6.08E-13,,,8.21E-06,
5.01E-06,,,0,,,4.31E-07,,,0.003370633,,,3.20E-06,,,7.77E-06,,,6.17E-13,,,8.30E-06,
5.01E-06,,,0,,,4.30E-07,,,0.003376354,,,3.58E-06,,,7.78E-06,,,6.08E-13,,,7.96E-06,
4.41E-06,,,0,,,4.77E-07,,,0.003396375,,,1.88E-06,,,7.77E-06,,,6.21E-13,,,8.38E-06,
5.13E-06,,,0,,,4.23E-07,,,0.00345631,,,2.37E-06,,,7.78E-06,,,6.17E-13,,,8.15E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003377611,,,1.96E-06,,,7.77E-06,,,6.02E-13,,,8.13E-06,
5.13E-06,,,0,,,4.72E-07,,,0.003585782,,,2.11E-06,,,7.77E-06,,,6.32E-13,,,8.31E-06,
5.13E-06,,,0,,,4.53E-07,,,0.003314438,,,2.36E-06,,,7.78E-06,,,6.19E-13,,,8.57E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003402386,,,2.75E-06,,,7.77E-06,,,6.14E-13,,,9.35E-06,
5.13E-06,,,0,,,4.46E-07,,,0.003309955,,,1.85E-06,,,7.78E-06,,,6.10E-13,,,8.60E-06,
4.77E-06,,,0,,,4.70E-07,,,0.003306626,,,1.97E-06,,,7.77E-06,,,6.08E-13,,,8.05E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003467614,,,2.20E-06,,,7.78E-06,,,6.19E-13,,,7.73E-06,
4.41E-06,,,0,,,4.57E-07,,,0.003358957,,,2.98E-06,,,7.77E-06,,,6.19E-13,,,9.55E-06,
5.01E-06,,,0,,,4.81E-07,,,0.003285311,,,2.46E-06,,,7.77E-06,,,6.11E-13,,,8.45E-06,
4.77E-06,,,0,,,4.62E-07,,,0.003398188,,,2.68E-06,,,7.77E-06,,,6.29E-13,,,8.09E-06,
5.01E-06,,,0,,,4.03E-07,,,0.00348389,,,2.40E-06,,,7.78E-06,,,6.23E-13,,,8.33E-06,
5.13E-06,,,0,,,4.00E-07,,,0.003258918,,,1.70E-06,,,7.78E-06,,,6.15E-13,,,8.74E-06,
5.36E-06,,,0,,,4.67E-07,,,0.003340797,,,2.44E-06,,,7.77E-06,,,6.06E-13,,,8.13E-06,
4.41E-06,,,0,,,4.03E-07,,,0.003555304,,,2.50E-06,,,7.78E-06,,,6.26E-13,,,8.46E-06,
5.13E-06,,,0,,,4.18E-07,,,0.003362519,,,1.85E-06,,,7.78E-06,,,6.15E-13,,,8.12E-06,
4.77E-06,,,0,,,4.40E-07,,,0.003364885,,,2.30E-06,,,7.77E-06,,,6.16E-13,,,8.61E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003192113,,,1.99E-06,,,7.77E-06,,,6.02E-13,,,8.10E-06,
4.41E-06,,,0,,,4.22E-07,,,0.003391671,,,2.60E-06,,,7.78E-06,,,6.10E-13,,,8.10E-06,
5.36E-06,,,0,,,4.43E-07,,,0.003417609,,,2.07E-06,,,7.77E-06,,,5.98E-13,,,9.02E-06,
5.13E-06,,,0,,,4.35E-07,,,0.003317017,,,1.87E-06,,,7.77E-06,,,5.98E-13,,,8.71E-06,
4.41E-06,,,0,,,3.95E-07,,,0.003320052,,,2.78E-06,,,7.77E-06,,,6.13E-13,,,8.90E-06,
5.13E-06,,,0,,,4.50E-07,,,0.003424926,,,2.62E-06,,,7.77E-06,,,6.06E-13,,,7.72E-06,
4.77E-06,,,0,,,4.80E-07,,,0.003424798,,,2.15E-06,,,7.77E-06,,,6.18E-13,,,9.05E-06,
5.01E-06,,,0,,,4.43E-07,,,0.003524211,,,3.22E-06,,,7.77E-06,,,6.16E-13,,,7.98E-06,
5.01E-06,,,0,,,4.05E-07,,,0.003431609,,,2.10E-06,,,7.78E-06,,,6.18E-13,,,8.40E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003418957,,,2.94E-06,,,7.77E-06,,,6.17E-13,,,8.72E-06,
4.77E-06,,,0,,,4.06E-07,,,0.003383498,,,1.73E-06,,,7.77E-06,,,6.16E-13,,,8.41E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003425178,,,3.22E-06,,,7.77E-06,,,6.12E-13,,,7.90E-06,
5.13E-06,,,0,,,4.16E-07,,,0.003394478,,,2.27E-06,,,7.77E-06,,,5.98E-13,,,7.94E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003352243,,,2.23E-06,,,7.78E-06,,,6.19E-13,,,8.58E-06,
4.77E-06,,,0,,,4.08E-07,,,0.002995856,,,2.10E-06,,,7.77E-06,,,6.03E-13,,,7.79E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003232286,,,1.92E-06,,,7.76E-06,,,6.25E-13,,,8.26E-06,
4.41E-06,,,0,,,4.22E-07,,,0.003282847,,,2.75E-06,,,7.76E-06,,,6.20E-13,,,7.97E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003496501,,,2.10E-06,,,7.77E-06,,,6.13E-13,,,7.52E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003284694,,,1.64E-06,,,7.77E-06,,,6.16E-13,,,9.07E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003471991,,,1.92E-06,,,7.77E-06,,,6.24E-13,,,7.73E-06,
5.13E-06,,,0,,,4.12E-07,,,0.003492946,,,2.20E-06,,,7.77E-06,,,6.06E-13,,,8.63E-06,
5.13E-06,,,0,,,4.34E-07,,,0.003301377,,,2.31E-06,,,7.78E-06,,,6.07E-13,,,8.42E-06,
5.13E-06,,,0,,,4.11E-07,,,0.003391936,,,2.45E-06,,,7.78E-06,,,6.15E-13,,,9.06E-06,
5.13E-06,,,0,,,4.39E-07,,,0.0033279,,,2.42E-06,,,7.77E-06,,,6.05E-13,,,8.31E-06,
4.77E-06,,,0,,,4.38E-07,,,0.003330164,,,2.61E-06,,,7.78E-06,,,6.10E-13,,,8.34E-06,
4.41E-06,,,0,,,4.34E-07,,,0.003541816,,,2.32E-06,,,7.77E-06,,,6.14E-13,,,8.46E-06,
4.77E-06,,,0,,,4.66E-07,,,0.003128586,,,2.67E-06,,,7.77E-06,,,6.20E-13,,,8.18E-06,
5.13E-06,,,0,,,3.94E-07,,,0.003333081,,,2.13E-06,,,7.78E-06,,,6.14E-13,,,8.34E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003423737,,,3.08E-06,,,7.77E-06,,,6.07E-13,,,8.13E-06,
5.72E-06,,,0,,,4.10E-07,,,0.003298271,,,2.40E-06,,,7.77E-06,,,6.14E-13,,,7.95E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003338054,,,2.22E-06,,,7.77E-06,,,6.28E-13,,,9.10E-06,
5.01E-06,,,0,,,4.32E-07,,,0.003401605,,,2.32E-06,,,7.77E-06,,,6.08E-13,,,7.77E-06,
5.36E-06,,,0,,,4.22E-07,,,0.003416576,,,2.39E-06,,,7.77E-06,,,6.21E-13,,,8.01E-06,
4.77E-06,,,0,,,4.39E-07,,,0.00339948,,,2.44E-06,,,7.77E-06,,,6.15E-13,,,8.58E-06,
4.41E-06,,,0,,,4.23E-07,,,0.003297871,,,2.23E-06,,,7.77E-06,,,5.97E-13,,,8.03E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003445772,,,1.55E-06,,,7.77E-06,,,6.11E-13,,,8.56E-06,
5.13E-06,,,0,,,4.23E-07,,,0.003318543,,,2.19E-06,,,7.77E-06,,,6.25E-13,,,8.61E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003393532,,,2.60E-06,,,7.77E-06,,,6.10E-13,,,8.35E-06,
5.01E-06,,,0,,,4.45E-07,,,0.003314865,,,2.52E-06,,,7.77E-06,,,6.04E-13,,,8.58E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003385784,,,2.33E-06,,,7.78E-06,,,6.13E-13,,,7.81E-06,
4.77E-06,,,0,,,4.11E-07,,,0.003339026,,,3.11E-06,,,7.78E-06,,,6.25E-13,,,8.37E-06,
5.13E-06,,,0,,,4.37E-07,,,0.00341669,,,2.21E-06,,,7.77E-06,,,6.25E-13,,,8.55E-06,
4.77E-06,,,0,,,4.33E-07,,,0.003333824,,,1.68E-06,,,7.77E-06,,,6.15E-13,,,7.90E-06,
4.65E-06,,,0,,,4.32E-07,,,0.003394206,,,3.18E-06,,,7.77E-06,,,6.00E-13,,,8.51E-06,
4.41E-06,,,0,,,4.44E-07,,,0.003381612,,,2.04E-06,,,7.77E-06,,,6.13E-13,,,8.34E-06,
4.41E-06,,,0,,,4.23E-07,,,0.00333916,,,2.07E-06,,,7.77E-06,,,6.20E-13,,,8.87E-06,
4.41E-06,,,0,,,4.58E-07,,,0.003379691,,,1.64E-06,,,7.77E-06,,,6.20E-13,,,8.32E-06,
4.41E-06,,,0,,,4.12E-07,,,0.003376481,,,2.23E-06,,,7.77E-06,,,6.08E-13,,,8.48E-06,
5.01E-06,,,0,,,4.35E-07,,,0.003290725,,,2.12E-06,,,7.77E-06,,,6.15E-13,,,8.62E-06,
5.13E-06,,,0,,,4.48E-07,,,0.003399737,,,2.02E-06,,,7.77E-06,,,6.25E-13,,,7.57E-06,
4.77E-06,,,0,,,4.53E-07,,,0.003435932,,,2.68E-06,,,7.76E-06,,,6.39E-13,,,8.19E-06,
5.36E-06,,,0,,,4.51E-07,,,0.003393717,,,2.20E-06,,,7.77E-06,,,6.13E-13,,,8.49E-06,
5.13E-06,,,0,,,4.35E-07,,,0.003344982,,,2.23E-06,,,7.77E-06,,,6.11E-13,,,8.09E-06,
4.77E-06,,,0,,,4.36E-07,,,0.003286232,,,2.15E-06,,,7.77E-06,,,6.43E-13,,,8.21E-06,
4.77E-06,,,0,,,3.99E-07,,,0.003395986,,,2.59E-06,,,7.77E-06,,,6.03E-13,,,8.08E-06,
5.13E-06,,,0,,,3.60E-07,,,0.003443184,,,1.97E-06,,,7.78E-06,,,6.11E-13,,,9.30E-06,
4.77E-06,,,0,,,3.97E-07,,,0.003431142,,,1.97E-06,,,7.77E-06,,,6.21E-13,,,8.21E-06,
4.41E-06,,,0,,,4.27E-07,,,0.003216631,,,2.43E-06,,,7.78E-06,,,6.29E-13,,,7.73E-06,
4.77E-06,,,0,,,4.73E-07,,,0.003497311,,,2.06E-06,,,7.77E-06,,,6.22E-13,,,8.11E-06,
4.77E-06,,,0,,,3.83E-07,,,0.00337182,,,1.87E-06,,,7.77E-06,,,6.23E-13,,,8.78E-06,
4.41E-06,,,0,,,4.26E-07,,,0.003363573,,,2.52E-06,,,7.77E-06,,,6.25E-13,,,8.04E-06,
5.13E-06,,,0,,,3.97E-07,,,0.00343914,,,2.44E-06,,,7.77E-06,,,6.09E-13,,,8.37E-06,
4.77E-06,,,0,,,3.93E-07,,,0.003459602,,,2.23E-06,,,7.77E-06,,,6.25E-13,,,8.62E-06,
4.77E-06,,,0,,,4.41E-07,,,0.003216158,,,2.76E-06,,,7.77E-06,,,6.17E-13,,,8.40E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003219287,,,2.52E-06,,,7.77E-06,,,6.20E-13,,,8.98E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003365599,,,2.13E-06,,,7.77E-06,,,6.12E-13,,,8.60E-06,
5.13E-06,,,0,,,4.48E-07,,,0.003148344,,,1.98E-06,,,7.78E-06,,,6.07E-13,,,8.07E-06,
4.41E-06,,,0,,,3.93E-07,,,0.003353901,,,3.12E-06,,,7.77E-06,,,6.02E-13,,,7.85E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003240188,,,2.81E-06,,,7.77E-06,,,6.14E-13,,,8.66E-06,
4.77E-06,,,0,,,4.71E-07,,,0.003460177,,,2.87E-06,,,7.78E-06,,,6.21E-13,,,7.79E-06,
4.41E-06,,,0,,,4.25E-07,,,0.003292165,,,1.88E-06,,,7.77E-06,,,6.20E-13,,,7.94E-06,
5.13E-06,,,0,,,4.48E-07,,,0.003309042,,,2.07E-06,,,7.77E-06,,,6.07E-13,,,8.14E-06,
5.01E-06,,,0,,,4.20E-07,,,0.003164428,,,2.83E-06,,,7.78E-06,,,6.03E-13,,,8.54E-06,
4.41E-06,,,0,,,4.84E-07,,,0.003333717,,,2.37E-06,,,7.78E-06,,,6.16E-13,,,8.30E-06,
5.72E-06,,,0,,,3.95E-07,,,0.003406524,,,1.86E-06,,,7.78E-06,,,6.16E-13,,,8.34E-06,
5.36E-06,,,0,,,4.35E-07,,,0.003346105,,,2.36E-06,,,7.77E-06,,,6.02E-13,,,7.85E-06,
5.13E-06,,,0,,,4.17E-07,,,0.003234009,,,2.98E-06,,,7.77E-06,,,6.06E-13,,,8.63E-06,
5.01E-06,,,0,,,4.50E-07,,,0.003384117,,,2.17E-06,,,7.77E-06,,,6.39E-13,,,8.16E-06,
4.77E-06,,,0,,,4.43E-07,,,0.00344566,,,2.25E-06,,,7.77E-06,,,6.19E-13,,,8.62E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003333392,,,2.83E-06,,,7.77E-06,,,6.14E-13,,,7.90E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003375784,,,3.98E-06,,,7.76E-06,,,6.21E-13,,,7.72E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003299346,,,2.34E-06,,,7.78E-06,,,6.26E-13,,,8.13E-06,
5.13E-06,,,0,,,4.15E-07,,,0.003137052,,,2.25E-06,,,7.77E-06,,,6.17E-13,,,8.55E-06,
4.77E-06,,,0,,,4.37E-07,,,0.003190865,,,1.69E-06,,,7.77E-06,,,6.03E-13,,,8.30E-06,
4.41E-06,,,0,,,3.82E-07,,,0.003110539,,,1.91E-06,,,7.77E-06,,,6.28E-13,,,7.72E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003262326,,,2.59E-06,,,7.78E-06,,,6.19E-13,,,7.95E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003288259,,,2.30E-06,,,7.78E-06,,,6.09E-13,,,7.66E-06,
5.01E-06,,,0,,,4.34E-07,,,0.003564115,,,2.31E-06,,,7.77E-06,,,6.06E-13,,,8.61E-06,
5.13E-06,,,0,,,4.12E-07,,,0.003310866,,,2.67E-06,,,7.78E-06,,,6.05E-13,,,8.35E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003459646,,,2.48E-06,,,7.77E-06,,,6.19E-13,,,8.79E-06,
4.77E-06,,,0,,,3.95E-07,,,0.003070136,,,2.07E-06,,,7.77E-06,,,6.19E-13,,,7.70E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003280081,,,1.76E-06,,,7.77E-06,,,6.20E-13,,,8.08E-06,
4.41E-06,,,0,,,4.46E-07,,,0.003374641,,,3.93E-06,,,7.78E-06,,,6.06E-13,,,7.48E-06,
5.01E-06,,,0,,,4.45E-07,,,0.003461929,,,2.49E-06,,,7.78E-06,,,6.29E-13,,,7.89E-06,
4.29E-06,,,0,,,4.45E-07,,,0.003387285,,,2.44E-06,,,7.77E-06,,,6.21E-13,,,8.93E-06,
5.13E-06,,,0,,,4.31E-07,,,0.003284476,,,2.84E-06,,,7.77E-06,,,6.20E-13,,,8.57E-06,
4.77E-06,,,0,,,4.62E-07,,,0.003361641,,,3.32E-06,,,7.77E-06,,,6.14E-13,,,8.41E-06,
5.72E-06,,,0,,,4.60E-07,,,0.003305465,,,2.91E-06,,,7.76E-06,,,6.14E-13,,,7.40E-06,
5.13E-06,,,0,,,3.92E-07,,,0.003347481,,,3.25E-06,,,7.77E-06,,,6.27E-13,,,8.79E-06,
4.77E-06,,,0,,,3.59E-07,,,0.003226311,,,2.10E-06,,,7.77E-06,,,6.01E-13,,,8.13E-06,
4.77E-06,,,0,,,4.64E-07,,,0.003347689,,,2.00E-06,,,7.78E-06,,,6.06E-13,,,9.15E-06,
5.36E-06,,,0,,,4.43E-07,,,0.003353503,,,2.46E-06,,,7.78E-06,,,6.02E-13,,,7.78E-06,
5.36E-06,,,0,,,4.42E-07,,,0.003414324,,,2.60E-06,,,7.77E-06,,,6.33E-13,,,9.23E-06,
4.77E-06,,,0,,,4.37E-07,,,0.003160694,,,1.63E-06,,,7.77E-06,,,6.05E-13,,,8.49E-06,
5.01E-06,,,0,,,4.03E-07,,,0.003391321,,,2.07E-06,,,7.77E-06,,,6.19E-13,,,9.05E-06,
5.36E-06,,,0,,,4.19E-07,,,0.003290147,,,2.27E-06,,,7.77E-06,,,6.22E-13,,,7.99E-06,
5.13E-06,,,0,,,4.48E-07,,,0.003229864,,,3.04E-06,,,7.78E-06,,,6.14E-13,,,8.50E-06,
5.25E-06,,,0,,,3.77E-07,,,0.003494973,,,1.96E-06,,,7.77E-06,,,6.08E-13,,,7.94E-06,
5.01E-06,,,0,,,4.18E-07,,,0.003216215,,,2.80E-06,,,7.78E-06,,,6.16E-13,,,8.24E-06,
5.36E-06,,,0,,,4.03E-07,,,0.003347947,,,2.37E-06,,,7.77E-06,,,6.15E-13,,,8.27E-06,
4.41E-06,,,0,,,4.12E-07,,,0.0034785,,,2.32E-06,,,7.77E-06,,,6.15E-13,,,8.06E-06,
4.41E-06,,,0,,,4.51E-07,,,0.00315978,,,2.73E-06,,,7.77E-06,,,6.12E-13,,,8.25E-06,
4.77E-06,,,0,,,4.38E-07,,,0.003348386,,,2.37E-06,,,7.77E-06,,,6.07E-13,,,7.86E-06,
4.41E-06,,,0,,,3.94E-07,,,0.00308928,,,4.24E-06,,,7.77E-06,,,6.15E-13,,,7.67E-06,
5.36E-06,,,0,,,4.37E-07,,,0.003247675,,,1.84E-06,,,7.77E-06,,,6.06E-13,,,8.41E-06,
5.13E-06,,,0,,,4.03E-07,,,0.003113584,,,1.87E-06,,,7.77E-06,,,6.15E-13,,,8.59E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003463433,,,2.79E-06,,,7.77E-06,,,6.16E-13,,,8.80E-06,
5.13E-06,,,0,,,4.24E-07,,,0.00332709,,,2.17E-06,,,7.78E-06,,,6.14E-13,,,8.10E-06,
5.36E-06,,,0,,,4.17E-07,,,0.003496221,,,2.26E-06,,,7.78E-06,,,6.18E-13,,,8.01E-06,
4.77E-06,,,0,,,4.40E-07,,,0.003442711,,,2.06E-06,,,7.77E-06,,,6.25E-13,,,8.38E-06,
4.77E-06,,,0,,,4.20E-07,,,0.00345122,,,1.98E-06,,,7.77E-06,,,6.26E-13,,,8.66E-06,
4.77E-06,,,0,,,4.40E-07,,,0.00336273,,,1.83E-06,,,7.78E-06,,,6.29E-13,,,8.41E-06,
4.77E-06,,,0,,,4.61E-07,,,0.003499918,,,2.23E-06,,,7.77E-06,,,6.14E-13,,,8.82E-06,
5.36E-06,,,0,,,4.56E-07,,,0.003250545,,,2.12E-06,,,7.77E-06,,,6.05E-13,,,8.65E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003492893,,,1.75E-06,,,7.77E-06,,,6.17E-13,,,8.06E-06,
5.36E-06,,,0,,,4.17E-07,,,0.003365101,,,2.95E-06,,,7.77E-06,,,6.03E-13,,,8.79E-06,
5.13E-06,,,0,,,4.26E-07,,,0.003398625,,,2.30E-06,,,7.77E-06,,,6.35E-13,,,8.18E-06,
5.13E-06,,,0,,,3.89E-07,,,0.003306444,,,2.26E-06,,,7.78E-06,,,6.13E-13,,,8.45E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003356004,,,2.12E-06,,,7.78E-06,,,5.99E-13,,,8.06E-06,
5.13E-06,,,0,,,4.13E-07,,,0.00340893,,,2.86E-06,,,7.77E-06,,,6.09E-13,,,8.89E-06,
4.77E-06,,,0,,,4.50E-07,,,0.00343375,,,2.48E-06,,,7.76E-06,,,6.28E-13,,,8.08E-06,
4.77E-06,,,0,,,4.59E-07,,,0.003462275,,,2.42E-06,,,7.77E-06,,,6.18E-13,,,8.99E-06,
4.41E-06,,,0,,,4.44E-07,,,0.003331078,,,3.18E-06,,,7.77E-06,,,6.12E-13,,,8.57E-06,
4.77E-06,,,0,,,4.68E-07,,,0.003179221,,,2.22E-06,,,7.77E-06,,,6.20E-13,,,7.93E-06,
4.41E-06,,,0,,,4.36E-07,,,0.003207797,,,2.97E-06,,,7.77E-06,,,6.08E-13,,,8.20E-06,
5.13E-06,,,0,,,4.63E-07,,,0.003440014,,,2.21E-06,,,7.77E-06,,,6.14E-13,,,8.54E-06,
5.36E-06,,,0,,,4.45E-07,,,0.00341031,,,2.70E-06,,,7.77E-06,,,6.07E-13,,,8.30E-06,
4.41E-06,,,0,,,4.05E-07,,,0.003375231,,,1.94E-06,,,7.77E-06,,,6.23E-13,,,8.06E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003347625,,,2.50E-06,,,7.77E-06,,,6.12E-13,,,8.89E-06,
4.41E-06,,,0,,,4.26E-07,,,0.00317393,,,2.35E-06,,,7.77E-06,,,6.34E-13,,,8.41E-06,
5.13E-06,,,0,,,3.92E-07,,,0.003420017,,,2.25E-06,,,7.78E-06,,,6.11E-13,,,8.40E-06,
5.36E-06,,,0,,,3.77E-07,,,0.003283257,,,2.18E-06,,,7.78E-06,,,6.23E-13,,,8.68E-06,
4.41E-06,,,0,,,4.36E-07,,,0.003284444,,,2.95E-06,,,7.77E-06,,,6.11E-13,,,8.30E-06,
5.36E-06,,,0,,,4.36E-07,,,0.003408001,,,3.00E-06,,,7.77E-06,,,6.12E-13,,,8.29E-06,
4.77E-06,,,0,,,4.01E-07,,,0.003488966,,,3.02E-06,,,7.77E-06,,,6.27E-13,,,8.06E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003322159,,,3.11E-06,,,7.78E-06,,,6.16E-13,,,7.82E-06,
4.77E-06,,,0,,,4.38E-07,,,0.00339438,,,1.90E-06,,,7.77E-06,,,6.14E-13,,,8.24E-06,
5.13E-06,,,0,,,4.63E-07,,,0.003167821,,,2.50E-06,,,7.77E-06,,,6.19E-13,,,8.42E-06,
5.01E-06,,,0,,,4.46E-07,,,0.003440883,,,2.40E-06,,,7.77E-06,,,5.98E-13,,,7.74E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003299223,,,3.37E-06,,,7.77E-06,,,6.02E-13,,,7.70E-06,
5.36E-06,,,0,,,3.94E-07,,,0.003341935,,,3.33E-06,,,7.77E-06,,,6.12E-13,,,8.57E-06,
5.36E-06,,,0,,,4.41E-07,,,0.003426342,,,1.93E-06,,,7.77E-06,,,6.01E-13,,,8.81E-06,
4.77E-06,,,0,,,3.99E-07,,,0.00347404,,,2.32E-06,,,7.78E-06,,,6.07E-13,,,8.37E-06,
5.36E-06,,,0,,,3.92E-07,,,0.003315724,,,2.30E-06,,,7.77E-06,,,6.44E-13,,,8.43E-06,
4.77E-06,,,0,,,4.60E-07,,,0.003266761,,,2.64E-06,,,7.78E-06,,,6.27E-13,,,9.02E-06,
5.13E-06,,,0,,,3.82E-07,,,0.003345596,,,2.78E-06,,,7.77E-06,,,6.10E-13,,,8.66E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003415197,,,2.50E-06,,,7.77E-06,,,6.21E-13,,,8.44E-06,
4.29E-06,,,0,,,4.08E-07,,,0.003409453,,,1.83E-06,,,7.77E-06,,,6.11E-13,,,8.34E-06,
5.13E-06,,,0,,,4.25E-07,,,0.003484052,,,2.75E-06,,,7.77E-06,,,5.93E-13,,,8.03E-06,
5.13E-06,,,0,,,4.16E-07,,,0.003464325,,,2.09E-06,,,7.77E-06,,,6.14E-13,,,7.84E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003409467,,,1.58E-06,,,7.78E-06,,,6.21E-13,,,8.30E-06,
4.77E-06,,,0,,,4.41E-07,,,0.003453456,,,1.86E-06,,,7.77E-06,,,6.09E-13,,,8.22E-06,
5.13E-06,,,0,,,4.35E-07,,,0.003312516,,,2.39E-06,,,7.78E-06,,,6.38E-13,,,7.99E-06,
4.77E-06,,,0,,,4.30E-07,,,0.00342601,,,2.63E-06,,,7.77E-06,,,6.10E-13,,,8.41E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003194803,,,2.32E-06,,,7.76E-06,,,6.10E-13,,,7.63E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003396205,,,2.10E-06,,,7.77E-06,,,6.30E-13,,,9.17E-06,
4.41E-06,,,0,,,4.47E-07,,,0.003286443,,,2.15E-06,,,7.77E-06,,,6.18E-13,,,8.92E-06,
4.77E-06,,,0,,,4.12E-07,,,0.00320996,,,2.15E-06,,,7.77E-06,,,6.14E-13,,,8.76E-06,
5.13E-06,,,0,,,4.56E-07,,,0.003394218,,,2.07E-06,,,7.77E-06,,,6.07E-13,,,8.37E-06,
